Year,Course,CourseName,ShnatonId,Semester,TestDates
2026,67925,סדנה במערכות חישוב מ-NAND ל-TETRIS,7578,SemAB,"['2026-01-30T09:00:00', '2026-02-25T09:00:00', '2026-07-14T09:00:00', '2026-08-10T09:00:00']"
2026,67925,סדנה במערכות חישוב מ-NAND ל-TETRIS,7578,SemAB,"['2026-01-30T09:00:00', '2026-02-25T09:00:00', '2026-07-14T09:00:00', '2026-08-10T09:00:00']"
2026,67927,סמינריון מחקר בכלכלה וחישוב,5327,SemB,[]
2026,67932,ניתוח אלגוריתמים ללמידה בלתי- מונחית,56744,SemA,[]
2026,67978,מחט בערימת דאטה: מבוא למדע המידע,10003,SemB,['2026-06-02T11:00:00']
2026,72159,סקס- רביה מינית ממולקולות עד פילים,5850,SemAB,[]
2026,72159,סקס- רביה מינית ממולקולות עד פילים,5850,SemAB,[]
2026,72960,חישה ותנועה,19513,SemAB,[]
2026,72960,חישה ותנועה,19513,SemAB,[]
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76408,הכרת משאבי הספרייה לתלמידי מדעי הטבע- קורס מתוקשב,20605,SemAB,"[None, None, None, None]"
2026,76558,אלגוריתמים בביולוגיה חישובית,1476,SemA,[]
2026,76628,תכנות מתמטי ב MATLAB למדעי כדור הארץ,399,SemB,"['2026-07-05T09:00:00', '2026-08-06T09:00:00']"
2026,76628,תכנות מתמטי ב MATLAB למדעי כדור הארץ,399,SemB,"['2026-07-05T09:00:00', '2026-08-06T09:00:00']"
2026,76628,תכנות מתמטי ב MATLAB למדעי כדור הארץ,399,SemB,"['2026-07-05T09:00:00', '2026-08-06T09:00:00']"
2026,76628,תכנות מתמטי ב MATLAB למדעי כדור הארץ,399,SemB,"['2026-07-05T09:00:00', '2026-08-06T09:00:00']"
2026,76628,תכנות מתמטי ב MATLAB למדעי כדור הארץ,399,SemB,"['2026-07-05T09:00:00', '2026-08-06T09:00:00']"
2026,76629,תכנות מתמטי במאטלב לכימיה,500,SemAB,"['2026-02-06T09:00:00', '2026-05-04T16:00:00', '2026-07-05T09:00:00', '2026-08-06T13:30:00']"
2026,76629,תכנות מתמטי במאטלב לכימיה,500,SemAB,"['2026-02-06T09:00:00', '2026-05-04T16:00:00', '2026-07-05T09:00:00', '2026-08-06T13:30:00']"
2026,76629,תכנות מתמטי במאטלב לכימיה,500,SemAB,"['2026-02-06T09:00:00', '2026-05-04T16:00:00', '2026-07-05T09:00:00', '2026-08-06T13:30:00']"
2026,76629,תכנות מתמטי במאטלב לכימיה,500,SemAB,"['2026-02-06T09:00:00', '2026-05-04T16:00:00', '2026-07-05T09:00:00', '2026-08-06T13:30:00']"
2026,76629,תכנות מתמטי במאטלב לכימיה,500,SemAB,"['2026-02-06T09:00:00', '2026-05-04T16:00:00', '2026-07-05T09:00:00', '2026-08-06T13:30:00']"
2026,76629,תכנות מתמטי במאטלב לכימיה,500,SemAB,"['2026-02-06T09:00:00', '2026-05-04T16:00:00', '2026-07-05T09:00:00', '2026-08-06T13:30:00']"
2026,76629,תכנות מתמטי במאטלב לכימיה,500,SemAB,"['2026-02-06T09:00:00', '2026-05-04T16:00:00', '2026-07-05T09:00:00', '2026-08-06T13:30:00']"
2026,76629,תכנות מתמטי במאטלב לכימיה,500,SemAB,"['2026-02-06T09:00:00', '2026-05-04T16:00:00', '2026-07-05T09:00:00', '2026-08-06T13:30:00']"
2026,76629,תכנות מתמטי במאטלב לכימיה,500,SemAB,"['2026-02-06T09:00:00', '2026-05-04T16:00:00', '2026-07-05T09:00:00', '2026-08-06T13:30:00']"
2026,76629,תכנות מתמטי במאטלב לכימיה,500,SemAB,"['2026-02-06T09:00:00', '2026-05-04T16:00:00', '2026-07-05T09:00:00', '2026-08-06T13:30:00']"
2026,76631,תכנות בסיסי בפייתון ,394,SemA,"['2026-01-27T09:00:00', '2026-02-24T09:00:00']"
2026,76631,תכנות בסיסי בפייתון ,394,SemA,"['2026-01-27T09:00:00', '2026-02-24T09:00:00']"
2026,76631,תכנות בסיסי בפייתון ,394,SemA,"['2026-01-27T09:00:00', '2026-02-24T09:00:00']"
2026,76631,תכנות בסיסי בפייתון ,394,SemA,"['2026-01-27T09:00:00', '2026-02-24T09:00:00']"
2026,76631,תכנות בסיסי בפייתון ,394,SemA,"['2026-01-27T09:00:00', '2026-02-24T09:00:00']"
2026,76632,תכנות מתקדם בפייתון ,441,SemB,"['2026-07-05T09:00:00', '2026-08-06T09:00:00']"
2026,76632,תכנות מתקדם בפייתון ,441,SemB,"['2026-07-05T09:00:00', '2026-08-06T09:00:00']"
2026,76632,תכנות מתקדם בפייתון ,441,SemB,"['2026-07-05T09:00:00', '2026-08-06T09:00:00']"
2026,76632,תכנות מתקדם בפייתון ,441,SemB,"['2026-07-05T09:00:00', '2026-08-06T09:00:00']"
2026,76632,תכנות מתקדם בפייתון ,441,SemB,"['2026-07-05T09:00:00', '2026-08-06T09:00:00']"
2026,76634,פייתון למדעי כדור הארץ,4175,SemA,"['2026-01-27T09:00:00', '2026-04-23T08:30:00']"
2026,76634,פייתון למדעי כדור הארץ,4175,SemA,"['2026-01-27T09:00:00', '2026-04-23T08:30:00']"
2026,76634,פייתון למדעי כדור הארץ,4175,SemA,"['2026-01-27T09:00:00', '2026-04-23T08:30:00']"
2026,76634,פייתון למדעי כדור הארץ,4175,SemA,"['2026-01-27T09:00:00', '2026-04-23T08:30:00']"
2026,76634,פייתון למדעי כדור הארץ,4175,SemA,"['2026-01-27T09:00:00', '2026-04-23T08:30:00']"
2026,76637,תכנות בשפת פייתון,410,SemB,"['2026-07-12T09:00:00', '2026-08-21T09:00:00']"
2026,76637,תכנות בשפת פייתון,410,SemB,"['2026-07-12T09:00:00', '2026-08-21T09:00:00']"
2026,76637,תכנות בשפת פייתון,410,SemB,"['2026-07-12T09:00:00', '2026-08-21T09:00:00']"
2026,76637,תכנות בשפת פייתון,410,SemB,"['2026-07-12T09:00:00', '2026-08-21T09:00:00']"
2026,76637,תכנות בשפת פייתון,410,SemB,"['2026-07-12T09:00:00', '2026-08-21T09:00:00']"
2026,76641,תכנות פייתון ומטלאב לפיסיקאים,377,False,"['2026-07-05T14:00:00', '2026-08-06T14:00:00', '2026-02-19T09:00:00', '2026-04-26T16:00:00']"
2026,76641,תכנות פייתון ומטלאב לפיסיקאים,377,False,"['2026-07-05T14:00:00', '2026-08-06T14:00:00', '2026-02-19T09:00:00', '2026-04-26T16:00:00']"
2026,76641,תכנות פייתון ומטלאב לפיסיקאים,377,False,"['2026-07-05T14:00:00', '2026-08-06T14:00:00', '2026-02-19T09:00:00', '2026-04-26T16:00:00']"
2026,76909,למידה עצבית,1166,SemB,"['2026-07-15T10:00:00', '2026-08-02T10:00:00']"
2026,76915,עיבוד מידע וקידוד במוח,461016,False,[]
2026,76921,ראיה אנושית: גישה חישובית,2136,SemB,"['2026-07-22T10:00:00', '2026-08-09T10:00:00']"
2026,77154,מכניקה לתלמידי מתמטיקה,33640,SemB,"['2026-07-07T09:00:00', '2026-08-19T09:00:00']"
2026,77154,מכניקה לתלמידי מתמטיקה,33640,SemB,"['2026-07-07T09:00:00', '2026-08-19T09:00:00']"
2026,77154,מכניקה לתלמידי מתמטיקה,33640,SemB,"['2026-07-07T09:00:00', '2026-08-19T09:00:00']"
2026,77220,תורת ההפרעות,56340,SemB,"['2026-07-05T09:00:00', '2026-08-02T09:00:00']"
2026,77220,תורת ההפרעות,56340,SemB,"['2026-07-05T09:00:00', '2026-08-02T09:00:00']"
2026,77220,תורת ההפרעות,56340,SemB,"['2026-07-05T09:00:00', '2026-08-02T09:00:00']"
2026,77313,משוואות של פיסיקה מתמטית,8797,SemA,"['2026-02-05T09:00:00', '2026-04-19T08:30:00']"
2026,77313,משוואות של פיסיקה מתמטית,8797,SemA,"['2026-02-05T09:00:00', '2026-04-19T08:30:00']"
2026,77313,משוואות של פיסיקה מתמטית,8797,SemA,"['2026-02-05T09:00:00', '2026-04-19T08:30:00']"
2026,77313,משוואות של פיסיקה מתמטית,8797,SemA,"['2026-02-05T09:00:00', '2026-04-19T08:30:00']"
2026,77313,משוואות של פיסיקה מתמטית,8797,SemA,"['2026-02-05T09:00:00', '2026-04-19T08:30:00']"
2026,77313,משוואות של פיסיקה מתמטית,8797,SemA,"['2026-02-05T09:00:00', '2026-04-19T08:30:00']"
2026,77313,משוואות של פיסיקה מתמטית,8797,SemA,"['2026-02-05T09:00:00', '2026-04-19T08:30:00']"
2026,80031,סדנת למידה פעילה נלווית לקורס חשבון אינפיניטסימלי 1 ,19590,SemAB,[]
2026,80031,סדנת למידה פעילה נלווית לקורס חשבון אינפיניטסימלי 1 ,19590,SemAB,[]
2026,80031,סדנת למידה פעילה נלווית לקורס חשבון אינפיניטסימלי 1 ,19590,SemAB,[]
2026,80031,סדנת למידה פעילה נלווית לקורס חשבון אינפיניטסימלי 1 ,19590,SemAB,[]
2026,80031,סדנת למידה פעילה נלווית לקורס חשבון אינפיניטסימלי 1 ,19590,SemAB,[]
2026,80031,סדנת למידה פעילה נלווית לקורס חשבון אינפיניטסימלי 1 ,19590,SemAB,[]
2026,80032,סדנת למידה פעילה נלווית לקורס חשבון אינפיניטסימלי 2,19591,SemAB,[]
2026,80032,סדנת למידה פעילה נלווית לקורס חשבון אינפיניטסימלי 2,19591,SemAB,[]
2026,80032,סדנת למידה פעילה נלווית לקורס חשבון אינפיניטסימלי 2,19591,SemAB,[]
2026,80032,סדנת למידה פעילה נלווית לקורס חשבון אינפיניטסימלי 2,19591,SemAB,[]
2026,80032,סדנת למידה פעילה נלווית לקורס חשבון אינפיניטסימלי 2,19591,SemAB,[]
2026,80032,סדנת למידה פעילה נלווית לקורס חשבון אינפיניטסימלי 2,19591,SemAB,[]
2026,80034,סדנת למידה פעילה נלווית לקורס אלגברה ליניארית 1 ,19649,SemAB,[]
2026,80034,סדנת למידה פעילה נלווית לקורס אלגברה ליניארית 1 ,19649,SemAB,[]
2026,80034,סדנת למידה פעילה נלווית לקורס אלגברה ליניארית 1 ,19649,SemAB,[]
2026,80034,סדנת למידה פעילה נלווית לקורס אלגברה ליניארית 1 ,19649,SemAB,[]
2026,80034,סדנת למידה פעילה נלווית לקורס אלגברה ליניארית 1 ,19649,SemAB,[]
2026,80034,סדנת למידה פעילה נלווית לקורס אלגברה ליניארית 1 ,19649,SemAB,[]
2026,80035,סדנת למידה פעילה נלווית לקורס אלגברה ליניארית 2 ,19651,SemAB,[]
2026,80035,סדנת למידה פעילה נלווית לקורס אלגברה ליניארית 2 ,19651,SemAB,[]
2026,80035,סדנת למידה פעילה נלווית לקורס אלגברה ליניארית 2 ,19651,SemAB,[]
2026,80035,סדנת למידה פעילה נלווית לקורס אלגברה ליניארית 2 ,19651,SemAB,[]
2026,80035,סדנת למידה פעילה נלווית לקורס אלגברה ליניארית 2 ,19651,SemAB,[]
2026,80035,סדנת למידה פעילה נלווית לקורס אלגברה ליניארית 2 ,19651,SemAB,[]
2026,80111,אנליזה אלמנטרית 1,34653,SemA,"['2026-01-25T09:00:00', '2026-02-22T09:00:00']"
2026,80111,אנליזה אלמנטרית 1,34653,SemA,"['2026-01-25T09:00:00', '2026-02-22T09:00:00']"
2026,80111,אנליזה אלמנטרית 1,34653,SemA,"['2026-01-25T09:00:00', '2026-02-22T09:00:00']"
2026,80114,מתמטיקה שימושית (1),8111,SemA,"['2026-02-12T14:00:00', '2026-04-24T09:00:00']"
2026,80114,מתמטיקה שימושית (1),8111,SemA,"['2026-02-12T14:00:00', '2026-04-24T09:00:00']"
2026,80115,תורת המספרים האלמנטרית,457799,False,[]
2026,80115,תורת המספרים האלמנטרית,457799,False,[]
2026,80115,תורת המספרים האלמנטרית,457799,False,[]
2026,80115,תורת המספרים האלמנטרית,457799,False,[]
2026,80116,אנליזה אלמנטרית 2,20295,SemAB,"['2026-01-25T09:00:00', '2026-02-22T09:00:00', '2026-07-09T09:00:00', '2026-08-05T09:00:00']"
2026,80116,אנליזה אלמנטרית 2,20295,SemAB,"['2026-01-25T09:00:00', '2026-02-22T09:00:00', '2026-07-09T09:00:00', '2026-08-05T09:00:00']"
2026,80116,אנליזה אלמנטרית 2,20295,SemAB,"['2026-01-25T09:00:00', '2026-02-22T09:00:00', '2026-07-09T09:00:00', '2026-08-05T09:00:00']"
2026,80116,אנליזה אלמנטרית 2,20295,SemAB,"['2026-01-25T09:00:00', '2026-02-22T09:00:00', '2026-07-09T09:00:00', '2026-08-05T09:00:00']"
2026,80116,אנליזה אלמנטרית 2,20295,SemAB,"['2026-01-25T09:00:00', '2026-02-22T09:00:00', '2026-07-09T09:00:00', '2026-08-05T09:00:00']"
2026,80116,אנליזה אלמנטרית 2,20295,SemAB,"['2026-01-25T09:00:00', '2026-02-22T09:00:00', '2026-07-09T09:00:00', '2026-08-05T09:00:00']"
2026,80131,חשבון אינפיניטסימלי (1),12663,SemAB,"['2026-02-02T14:00:00', '2026-04-23T16:00:00', '2026-07-20T09:00:00', '2026-08-14T09:00:00']"
2026,80131,חשבון אינפיניטסימלי (1),12663,SemAB,"['2026-02-02T14:00:00', '2026-04-23T16:00:00', '2026-07-20T09:00:00', '2026-08-14T09:00:00']"
2026,80131,חשבון אינפיניטסימלי (1),12663,SemAB,"['2026-02-02T14:00:00', '2026-04-23T16:00:00', '2026-07-20T09:00:00', '2026-08-14T09:00:00']"
2026,80131,חשבון אינפיניטסימלי (1),12663,SemAB,"['2026-02-02T14:00:00', '2026-04-23T16:00:00', '2026-07-20T09:00:00', '2026-08-14T09:00:00']"
2026,80131,חשבון אינפיניטסימלי (1),12663,SemAB,"['2026-02-02T14:00:00', '2026-04-23T16:00:00', '2026-07-20T09:00:00', '2026-08-14T09:00:00']"
2026,80131,חשבון אינפיניטסימלי (1),12663,SemAB,"['2026-02-02T14:00:00', '2026-04-23T16:00:00', '2026-07-20T09:00:00', '2026-08-14T09:00:00']"
2026,80131,חשבון אינפיניטסימלי (1),12663,SemAB,"['2026-02-02T14:00:00', '2026-04-23T16:00:00', '2026-07-20T09:00:00', '2026-08-14T09:00:00']"
2026,80131,חשבון אינפיניטסימלי (1),12663,SemAB,"['2026-02-02T14:00:00', '2026-04-23T16:00:00', '2026-07-20T09:00:00', '2026-08-14T09:00:00']"
2026,80132,חשבון אינפיניטסימלי (2),12642,SemAB,"['2026-07-20T09:00:00', '2026-08-14T09:00:00', '2026-02-02T09:00:00', '2026-04-23T16:00:00']"
2026,80132,חשבון אינפיניטסימלי (2),12642,SemAB,"['2026-07-20T09:00:00', '2026-08-14T09:00:00', '2026-02-02T09:00:00', '2026-04-23T16:00:00']"
2026,80132,חשבון אינפיניטסימלי (2),12642,SemAB,"['2026-07-20T09:00:00', '2026-08-14T09:00:00', '2026-02-02T09:00:00', '2026-04-23T16:00:00']"
2026,80132,חשבון אינפיניטסימלי (2),12642,SemAB,"['2026-07-20T09:00:00', '2026-08-14T09:00:00', '2026-02-02T09:00:00', '2026-04-23T16:00:00']"
2026,80132,חשבון אינפיניטסימלי (2),12642,SemAB,"['2026-07-20T09:00:00', '2026-08-14T09:00:00', '2026-02-02T09:00:00', '2026-04-23T16:00:00']"
2026,80132,חשבון אינפיניטסימלי (2),12642,SemAB,"['2026-07-20T09:00:00', '2026-08-14T09:00:00', '2026-02-02T09:00:00', '2026-04-23T16:00:00']"
2026,80132,חשבון אינפיניטסימלי (2),12642,SemAB,"['2026-07-20T09:00:00', '2026-08-14T09:00:00', '2026-02-02T09:00:00', '2026-04-23T16:00:00']"
2026,80132,חשבון אינפיניטסימלי (2),12642,SemAB,"['2026-07-20T09:00:00', '2026-08-14T09:00:00', '2026-02-02T09:00:00', '2026-04-23T16:00:00']"
2026,80134,אלגברה ליניארית (1),18037,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T09:00:00', '2026-08-09T09:00:00']"
2026,80134,אלגברה ליניארית (1),18037,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T09:00:00', '2026-08-09T09:00:00']"
2026,80134,אלגברה ליניארית (1),18037,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T09:00:00', '2026-08-09T09:00:00']"
2026,80134,אלגברה ליניארית (1),18037,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T09:00:00', '2026-08-09T09:00:00']"
2026,80134,אלגברה ליניארית (1),18037,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T09:00:00', '2026-08-09T09:00:00']"
2026,80134,אלגברה ליניארית (1),18037,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T09:00:00', '2026-08-09T09:00:00']"
2026,80134,אלגברה ליניארית (1),18037,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T09:00:00', '2026-08-09T09:00:00']"
2026,80134,אלגברה ליניארית (1),18037,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T09:00:00', '2026-08-09T09:00:00']"
2026,80135,אלגברה ליניארית (2),18021,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T14:00:00', '2026-08-09T14:00:00']"
2026,80135,אלגברה ליניארית (2),18021,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T14:00:00', '2026-08-09T14:00:00']"
2026,80135,אלגברה ליניארית (2),18021,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T14:00:00', '2026-08-09T14:00:00']"
2026,80135,אלגברה ליניארית (2),18021,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T14:00:00', '2026-08-09T14:00:00']"
2026,80135,אלגברה ליניארית (2),18021,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T14:00:00', '2026-08-09T14:00:00']"
2026,80135,אלגברה ליניארית (2),18021,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T14:00:00', '2026-08-09T14:00:00']"
2026,80135,אלגברה ליניארית (2),18021,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T14:00:00', '2026-08-09T14:00:00']"
2026,80135,אלגברה ליניארית (2),18021,SemAB,"['2026-02-13T09:00:00', '2026-05-01T09:00:00', '2026-07-12T14:00:00', '2026-08-09T14:00:00']"
2026,80137,חשבון אינפיניטסימלי לתלמידי אודיסיאה,12529,False,"[None, None]"
2026,80142,אלגברה לינארית לפיסיקאים (1),472850,False,[]
2026,80155,חשבון אינפיניטסימלי לפיסיקאים,8616,SemB,"['2026-07-16T14:00:00', '2026-08-11T14:00:00']"
2026,80157,מתמטיקה שימושית (2),8124,SemB,"['2026-07-26T14:00:00', '2026-08-17T09:00:00']"
2026,80158,חשבון אינפיניטסימלי מואץ 1,52276,False,"['2026-02-02T14:00:00', '2026-04-12T16:00:00', '2026-07-20T09:00:00', '2026-08-14T09:00:00']"
2026,80158,חשבון אינפיניטסימלי מואץ 1,52276,False,"['2026-02-02T14:00:00', '2026-04-12T16:00:00', '2026-07-20T09:00:00', '2026-08-14T09:00:00']"
2026,80158,חשבון אינפיניטסימלי מואץ 1,52276,False,"['2026-02-02T14:00:00', '2026-04-12T16:00:00', '2026-07-20T09:00:00', '2026-08-14T09:00:00']"
2026,80159,חשבון אינפיניטסימלי מואץ 2,509482,False,[]
2026,80181,מתמטיקה דיסקרטית,8532,SemAB,"['2026-02-08T14:00:00', '2026-04-19T16:00:00', '2026-07-28T09:00:00', '2026-08-19T09:00:00']"
2026,80181,מתמטיקה דיסקרטית,8532,SemAB,"['2026-02-08T14:00:00', '2026-04-19T16:00:00', '2026-07-28T09:00:00', '2026-08-19T09:00:00']"
2026,80181,מתמטיקה דיסקרטית,8532,SemAB,"['2026-02-08T14:00:00', '2026-04-19T16:00:00', '2026-07-28T09:00:00', '2026-08-19T09:00:00']"
2026,80181,מתמטיקה דיסקרטית,8532,SemAB,"['2026-02-08T14:00:00', '2026-04-19T16:00:00', '2026-07-28T09:00:00', '2026-08-19T09:00:00']"
2026,80181,מתמטיקה דיסקרטית,8532,SemAB,"['2026-02-08T14:00:00', '2026-04-19T16:00:00', '2026-07-28T09:00:00', '2026-08-19T09:00:00']"
2026,80181,מתמטיקה דיסקרטית,8532,SemAB,"['2026-02-08T14:00:00', '2026-04-19T16:00:00', '2026-07-28T09:00:00', '2026-08-19T09:00:00']"
2026,80181,מתמטיקה דיסקרטית,8532,SemAB,"['2026-02-08T14:00:00', '2026-04-19T16:00:00', '2026-07-28T09:00:00', '2026-08-19T09:00:00']"
2026,80181,מתמטיקה דיסקרטית,8532,SemAB,"['2026-02-08T14:00:00', '2026-04-19T16:00:00', '2026-07-28T09:00:00', '2026-08-19T09:00:00']"
2026,80200,תורת הקבוצות,737,SemB,"['2026-07-05T14:00:00', '2026-08-16T09:00:00']"
2026,80200,תורת הקבוצות,737,SemB,"['2026-07-05T14:00:00', '2026-08-16T09:00:00']"
2026,80200,תורת הקבוצות,737,SemB,"['2026-07-05T14:00:00', '2026-08-16T09:00:00']"
2026,80200,תורת הקבוצות,737,SemB,"['2026-07-05T14:00:00', '2026-08-16T09:00:00']"
2026,80200,תורת הקבוצות,737,SemB,"['2026-07-05T14:00:00', '2026-08-16T09:00:00']"
2026,80200,תורת הקבוצות,737,SemB,"['2026-07-05T14:00:00', '2026-08-16T09:00:00']"
2026,80200,תורת הקבוצות,737,SemB,"['2026-07-05T14:00:00', '2026-08-16T09:00:00']"
2026,80200,תורת הקבוצות,737,SemB,"['2026-07-05T14:00:00', '2026-08-16T09:00:00']"
2026,80200,תורת הקבוצות,737,SemB,"['2026-07-05T14:00:00', '2026-08-16T09:00:00']"
2026,80302,מבוא למחקר במתמטיקה,10819,SemB,[]
2026,80312,הסתברות ושימושיה,15626,SemA,"['2026-01-25T14:00:00', '2026-02-26T09:00:00']"
2026,80312,הסתברות ושימושיה,15626,SemA,"['2026-01-25T14:00:00', '2026-02-26T09:00:00']"
2026,80314,פונקציות מרוכבות ושימושיהן,4057,SemB,"['2026-07-24T09:00:00', '2026-08-17T09:00:00']"
2026,80314,פונקציות מרוכבות ושימושיהן,4057,SemB,"['2026-07-24T09:00:00', '2026-08-17T09:00:00']"
2026,80320,משוואות דיפרנציאליות ,8791,SemB,"['2026-07-15T09:00:00', '2026-08-05T09:00:00']"
2026,80320,משוואות דיפרנציאליות ,8791,SemB,"['2026-07-15T09:00:00', '2026-08-05T09:00:00']"
2026,80320,משוואות דיפרנציאליות ,8791,SemB,"['2026-07-15T09:00:00', '2026-08-05T09:00:00']"
2026,80320,משוואות דיפרנציאליות ,8791,SemB,"['2026-07-15T09:00:00', '2026-08-05T09:00:00']"
2026,80320,משוואות דיפרנציאליות ,8791,SemB,"['2026-07-15T09:00:00', '2026-08-05T09:00:00']"
2026,80320,משוואות דיפרנציאליות ,8791,SemB,"['2026-07-15T09:00:00', '2026-08-05T09:00:00']"
2026,80402,תולדות המתמטיקה,457893,False,[]
2026,80402,תולדות המתמטיקה,457893,False,[]
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80415,חשבון אינפיניטסימלי 3,20038,SemAB,"['2026-02-18T14:00:00', '2026-05-04T16:00:00', '2026-07-27T09:00:00', '2026-08-18T09:00:00']"
2026,80416,אנליזה על יריעות,49922,SemB,"['2026-07-26T09:00:00', '2026-08-21T09:00:00']"
2026,80416,אנליזה על יריעות,49922,SemB,"['2026-07-26T09:00:00', '2026-08-21T09:00:00']"
